Nom,Prix,Description,Isbn,Photo,Editeur,Auteur,Categorie
"De rien à tout, de tout à rien",18.0,"Ce livre est un guide pour toutes celles qui luttent pour retrouver la liberté et la sérénité dans leur comportement alimentaire.

Tu n&#39es pas seule, mais tu es enfermée dans une relation exclusive avec la nourriture, et cela peut te faire ressentir beaucoup de solitude.

Que tu sois en quête de compréhension sur toi-même et sur tes comportements ou que tu cherches de l’aide pour sortir de tes complexes et retrouver le bien-être et la joie, ce livre est conçu pour t’aider à obtenir des réponses. Tu y trouveras des mots de soutien et de réconfort, une approche différente et éclairante sur les solutions à apporter, mais aussi des outils",979-8322404804,https://m.media-amazon.com/images/I/41RU+D2W5xL._SY522_.jpg,Independently published (9 avril 2024),Victoire Charlie,Stress
LA PENSÉE POSITIVE: Comment atteindre vos objectifs et mener une vie positive à travers le pouvoir de la pensée,9.99,"Changez votre vie et commencez à penser positivement!
Savez-vous que la pensée positive fonctionne mais que vous ne savez pas comment la mettre en pratique?
Vous vous sentez triste? Découragé? Tout le monde vous semble heureux?

Tout semble aller mal et la malchance vous suit?

Apprenez l&#39art de la pensée positive. Apprenez des stratégies, et changez totalement votre vie en lui donnant une toute nouvelle empreinte! Enfin, vous saurez comment utiliser la pensée positive et quels sont ses avantages! Vous allez découvrir un nouveau monde! Dans chaque situation, vous serez en mesure de garder la sérénité, d&#39affronter les choses de la bonne façon, d&#39analyser et de faire les meilleurs coups. Grâce à quelques conseils simples, la pensée positive améliorera votre estime de soi, votre santé et vous portera chance!

Dans ce manuel utile, vous apprendrez...",979-8621428907,https://m.media-amazon.com/images/I/61vPdMfXVCL._SY522_.jpg,Independently published (4 mars 2020),Marcello Borelli,Stress
Demain sera meilleur,9.19,"Dans un monde fait de défis et d’incertitudes, les personnes souffrant d’anxiété peuvent avoir beaucoup de mal à trouver un peu de calme et à profiter de leur vie.

Tu ne te fais pas confiance, tu as des pensées négatives qui reviennent en boucle dans ton esprit et tu as toujours le sentiment de ne pas être et de ne pas faire assez.... Résultat: tu es épuisé.

Dans le livre ""Demain sera meilleur"", tu retrouveras:

- Des explications pour comprendre les causes de ton anxiété et de ton mal-être.
- Des méthodes pour apprendre a mieux gérer tes émotions.
- Des questions d&#39introspection afin de pouvoir te confier, et faire un véritable travail sur toi.",979-8322624004,https://m.media-amazon.com/images/I/41BDDrB90xL._SY522_.jpg,Independently published (11 avril 2024),Lucie Vie,Stress
ANIMAUX SAUVAGES - Livre de Coloriages Mystères pour adulte - Coloriage par Numéro - Art-Thérapie - Anti-Stress: 20 animaux sauvages à colorier + 5 ... dessin apparaîtra ! Idée cadeau - 102 pages,13.77,"Livre de coloriages mystères d&#39animaux sauvages... pour adulte.
Vous allez adorer colorier les 20 dessins inédits d&#39animaux sauvages rassemblés dans ce livre de coloriage, ainsi que les 5 autres dessins ajoutés en bonus, qui sont issus d&#39autres livres de la même collection !
Le principe est simple : Des numéros sont inscrits dans les différentes zones du dessin. Coloriez chaque zone du dessin de la couleur indiquée par son numéro. Cela fera apparaître progressivement le dessin final !
Comptez environ 1 à 4 heures de coloriage par dessin.
Beaucoup de plaisir et d&#39amusement en perspective !",979-8872162803,https://m.media-amazon.com/images/I/71Z4oTxiejL._SY522_.jpg,Independently published (17 décembre 2023),Rosalin Paille,Stress
"Exercices Somatiques pour Débutants: Le Guide Complet de la Perte de Poids, du Soulagement du Stress et du Bien-Être Émotionnel",15.35,"Êtes-vous fatigués de vous sentir stressés, alourdis et piégés en mode survie ? Vous sentez-vous souvent épuisés ou vidés ?
Il est temps de changer ! Les &#39Exercices somatiques pour débutants&#39 représentent une nouvelle manière de bouger et de mieux comprendre notre corps. Ces exercices vous aident non seulement à rendre votre corps plus fort en favorisant une meilleur conscience de son fonctionnement mais vous aide également à le connecter à votre esprit.
Ici, vous trouverez :
+ de 30 Exercices Somatiques : illustrés avec des images faciles à suivre, rendant ainsi la pratique du mouvement somatique accessible même aux débutants.",979-8874480080,https://m.media-amazon.com/images/I/61iRovRrnpL._SY522_.jpg,Independently published (10 janvier 2024),Merton Corey,Stress
Guide Ultime pour Apprendre: Ce que l&#39école ne vous a jamais enseigné,17.82,"Transformez radicalement votre manière d&#39apprendre avec le ""Guide Ultime pour Apprendre""!
Avez-vous déjà senti que, malgré tous vos efforts, vous n&#39arrivez pas à apprendre aussi efficacement que vous le voudriez ? Vous êtes-vous déjà demandé pourquoi certaines personnes semblent absorber les connaissances comme une éponge, tandis que pour d&#39autres, c&#39est une lutte constante ?
La réponse ne réside pas dans le talent inné, mais dans la méthode d&#39apprentissage. Et c&#39est exactement ce que ""Le Guide Ultime pour Apprendre: ce que l&#39école ne vous a jamais enseigné"" est là pour révolutionner.
Pourquoi ce livre est différent ?
Contrairement aux méthodes traditionnelles, souvent répétitives et inefficaces, ce guide vous emmène dans un voyage à la découverte de techniques d&#39apprentissage prouvées scientifiquement.
Imaginez maîtriser de nouvelles compétences, langues ou concepts avec aisance, fluidité et, surtout, avec plaisir. C&#39est ce que propose notre guide, en s&#39appuyant sur les dernières découvertes en neurosciences et en psychologie cognitive.",979-8322865957,https://m.media-amazon.com/images/I/61dv3UeX5uL._SY522_.jpg,Independently published (14 avril 2024),Clément PICARD,Stress
LA PENSÉE POSITIVE: Comment atteindre vos objectifs et mener une vie positive à travers le pouvoir de la pensée,9.99,"Changez votre vie et commencez à penser positivement!
Savez-vous que la pensée positive fonctionne mais que vous ne savez pas comment la mettre en pratique?
Vous vous sentez triste? Découragé? Tout le monde vous semble heureux?

Tout semble aller mal et la malchance vous suit?

Apprenez l&#39art de la pensée positive. Apprenez des stratégies, et changez totalement votre vie en lui donnant une toute nouvelle empreinte! Enfin, vous saurez comment utiliser la pensée positive et quels sont ses avantages! Vous allez découvrir un nouveau monde! Dans chaque situation, vous serez en mesure de garder la sérénité, d&#39affronter les choses de la bonne façon, d&#39analyser et de faire les meilleurs coups. Grâce à quelques conseils simples, la pensée positive améliorera votre estime de soi, votre santé et vous portera chance!

Dans ce manuel utile, vous apprendrez...",979-8621428907,https://m.media-amazon.com/images/I/61vPdMfXVCL._SY522_.jpg,Independently published (4 mars 2020),Marcello Borelli,Stress
Maîtrisez vos émotions: Guide pratique pour vaincre la négativité et mieux gérer vos émotions,16.99,"Déjà plus de 300 000 ventes dans le monde

Voulez-vous surmonter vos émotions négatives ? Sentez-vous souvent que vous pourriez mieux faire ? Avez-vous besoin d’aide pour gérer votre stress ?
Avez-vous déjà été si absorbé par vos émotions négatives que vous pensiez qu’elles ne disparaîtraient jamais ?
La solution pour faire face à la négativité est de comprendre comment vos émotions fonctionnent et d’appliquer des techniques spécifiques pour vous assurer de les gérer efficacement.
Maîtrisez vos émotions est le manuel pratique que vos parents auraient dû vous donner à la naissance. En le lisant, vous apprendrez un processus étape par étape pour traiter les émotions négatives afin d&#39augmenter votre bien-être et mener une vie plus heureuse. Avec des exercices pratiques et des exemples personnels, vous explorerez des techniques qui déjouent les spirales drainantes de la négativité et qui apportent un soulagement immédiat.",979-8463595232,https://m.media-amazon.com/images/I/61lOrYzO9DL._SY522_.jpg,Independently published (19 novembre 2021),Thibaut Meurisse,Stress
The Power of Now: (20th Anniversary Edition),13.61,"**CHOSEN BY OPRAH AS ONE OF HER &#39BOOKS THAT HELP ME THROUGH&#39**

The international bestselling spiritual book, now with a new look for its 20th anniversary. Eckhart Tolle demonstrates how to live a healthier, happier, mindful life by living in the present moment.

************

&#39I keep Eckhart&#39s book at my bedside. I think it&#39s essential spiritual teaching. It&#39s one of the most valuable books I&#39ve ever read.&#39",978-0340733509,https://m.media-amazon.com/images/I/91ISbxU2b8L._SY522_.jpg,Yellow Kite; 1er édition (1 février 2001),Eckhart Tolle,Stress
"Sophrologie : 26 visualisations personnalisées, 1er, 2e, 3e, 4e degré",11.3,"Répondant à l&#39appel de ses lecteurs après ""27 exercices de relaxation dynamique"", "" 26 visualisations personnalisées"" est une compilation enrichissante de 26 sophronisations, couvrant les premier, deuxième, troisième et quatrième degré.

Chaque visualisation, soigneusement élaborée, invite à un voyage intérieur, de la relaxation basique aux explorations plus complexes. Destiné aux débutants comme aux praticiens expérimentés, ce livre fournit des clés pour une détente profonde, un apaisement et un équilibre émotionnel.

Avec ce livre, plongez dans un univers où chaque visualisation ouvre une voie vers une meilleure compréhension de soi et une harmonie intérieure, répondant ainsi aux besoins et aux aspirations de chacun.

Explorez des visualisations sur mesure :",978-2958909253,https://m.media-amazon.com/images/I/51oXw1ZIN9L._SY522_.jpg,David Chazelle édition (7 janvier 2024),David Chazelle,Stress
Cohérence cardiaque 3.6.5 - 2e édition,5.43,"Cohérence cardiaque 3.6.5, la méthode antistress la + simple du monde
Révélée par le Dr David Servan-Schreiber, la cohérence cardiaque est une pratique thérapeutique reconnue par la science et conseillée par les médecins. Cette pratique, gratuite comme l&#39air et inspirante, est basée sur une respiration rythmée.
Ce livre vous apprend à l&#39intégrer à votre quotidien pour qu&#39elle vous délivre tous ses bienfaits.
3.6.5 c&#39est...
3 fois par jour, 6 respirations par minute pendant 5 minutes
Les bénéfices de la cohérence cardiaque :
• Gestion du stress, de l&#39anxiété et de leurs conséquences
• Meilleur sommeil
• Diminution des fringales, perte des kilos émotionnels
• Mise à distance des émotions négatives
• Diminution du risque cardio-vasculaire
• Amélioration de l&#39apprentissage
• Aide à la prise de décision",978-2365493833,https://m.media-amazon.com/images/I/61RUPFYohWL._SY522_.jpg,Thierry Souccar; 2e édition (28 octobre 2019),David O&#39Hare,Stress
LA PENSÉE POSITIVE: Comment atteindre vos objectifs et mener une vie positive à travers le pouvoir de la pensée,9.99,"Changez votre vie et commencez à penser positivement!
Savez-vous que la pensée positive fonctionne mais que vous ne savez pas comment la mettre en pratique?
Vous vous sentez triste? Découragé? Tout le monde vous semble heureux?

Tout semble aller mal et la malchance vous suit?

Apprenez l&#39art de la pensée positive. Apprenez des stratégies, et changez totalement votre vie en lui donnant une toute nouvelle empreinte! Enfin, vous saurez comment utiliser la pensée positive et quels sont ses avantages! Vous allez découvrir un nouveau monde! Dans chaque situation, vous serez en mesure de garder la sérénité, d&#39affronter les choses de la bonne façon, d&#39analyser et de faire les meilleurs coups. Grâce à quelques conseils simples, la pensée positive améliorera votre estime de soi, votre santé et vous portera chance!

Dans ce manuel utile, vous apprendrez...",979-8621428907,https://m.media-amazon.com/images/I/61vPdMfXVCL._SY522_.jpg,Independently published (4 mars 2020),Marcello Borelli,Stress
LA PENSÉE POSITIVE: Comment atteindre vos objectifs et mener une vie positive à travers le pouvoir de la pensée,9.99,"Changez votre vie et commencez à penser positivement!
Savez-vous que la pensée positive fonctionne mais que vous ne savez pas comment la mettre en pratique?
Vous vous sentez triste? Découragé? Tout le monde vous semble heureux?

Tout semble aller mal et la malchance vous suit?

Apprenez l&#39art de la pensée positive. Apprenez des stratégies, et changez totalement votre vie en lui donnant une toute nouvelle empreinte! Enfin, vous saurez comment utiliser la pensée positive et quels sont ses avantages! Vous allez découvrir un nouveau monde! Dans chaque situation, vous serez en mesure de garder la sérénité, d&#39affronter les choses de la bonne façon, d&#39analyser et de faire les meilleurs coups. Grâce à quelques conseils simples, la pensée positive améliorera votre estime de soi, votre santé et vous portera chance!

Dans ce manuel utile, vous apprendrez...",979-8621428907,https://m.media-amazon.com/images/I/61vPdMfXVCL._SY522_.jpg,Independently published (4 mars 2020),Marcello Borelli,Stress
LA PENSÉE POSITIVE: Comment atteindre vos objectifs et mener une vie positive à travers le pouvoir de la pensée,9.99,"Changez votre vie et commencez à penser positivement!
Savez-vous que la pensée positive fonctionne mais que vous ne savez pas comment la mettre en pratique?
Vous vous sentez triste? Découragé? Tout le monde vous semble heureux?

Tout semble aller mal et la malchance vous suit?

Apprenez l&#39art de la pensée positive. Apprenez des stratégies, et changez totalement votre vie en lui donnant une toute nouvelle empreinte! Enfin, vous saurez comment utiliser la pensée positive et quels sont ses avantages! Vous allez découvrir un nouveau monde! Dans chaque situation, vous serez en mesure de garder la sérénité, d&#39affronter les choses de la bonne façon, d&#39analyser et de faire les meilleurs coups. Grâce à quelques conseils simples, la pensée positive améliorera votre estime de soi, votre santé et vous portera chance!

Dans ce manuel utile, vous apprendrez...",979-8621428907,https://m.media-amazon.com/images/I/61vPdMfXVCL._SY522_.jpg,Independently published (4 mars 2020),Marcello Borelli,Stress
"Je suis épuisé !: Stress, surmenage, burn-out : le guide pour reprendre le contrôle",19.9,"Anxiété, surmenage, burn-out... ce n&#39est pas que dans la tête ! L&#39épuisement est une réalité physiologique, et ce livre vous donne les clés pour lutter efficacement contre lui.

Dans ce livre, Cathy Assenheim vous éclaire et vous aide à :
comprendre les causes nerveuses et hormonales des symptômes typiques ;
interpréter les signaux d&#39alerte physiologiques avant qu&#39il ne soit trop tard ;
faire le point sur votre état de résistance grâce à différents questionnaires.
Elle vous donne également (et surtout !) un guide pratique pour réagir concrètement lorsque la fatigue s&#39est installé ou qu&#39un diagnostic d&#39épuisement a été posé :",978-2807337800,https://m.media-amazon.com/images/I/61KR-185BqL._SY522_.jpg,DE BOECK SUP; 1er édition (19 octobre 2021),Cathy Assenheim,Stress
"Le livre pnl: Le grand livre sur le développement personnel, le comportement humain, le intelligence emotionnelle et le pouvoir de la confiance de soi - Inclus pnl exercices",6.29,"*** Version mise à jour et améliorée du 29.08.2023 ***

La PNL pour les débutants - Livre sur le développement personnel

L&#39état d&#39esprit et le développement d&#39une personne sont considérablement influencés par le subconscient. Cependant, la plupart des gens ne sont pas conscients de ce fait, ou bien, n&#39ont tout simplement pas les connaissances nécessaires pour pouvoir utiliser efficacement ces informations.
Les sentiments, les actions, le langage corporel, et les décisions sont intimement liés à notre subconscient et contribuent donc inévitablement à notre succès ou à notre échec. Ne serait-il pas formidable de pouvoir influencer et apprendre à programmer son propre subconscient ?
***
Avec le livre La PNL pour les débutants, qui est aussi un livre sur la confiance en soi, vous apprendrez à programmer votre propre état d&#39esprit, et à utiliser une communication assertive. Ne donnez plus de place aux pensées négatives et remplacez-les par des structures de pensées positives, appelées psychologie positive. Cela n&#39est pas seulement bénéfique pour votre niveau de stress et votre bien-être, pour toute la confiance en soi que vous pouvez acquérir... C&#39est aussi pour améliorer votre intelligence émotionnelle et comprendre le langage corporel des autres, mais également la pierre angulaire d&#39une vie épanouie.",979-8825184425,https://m.media-amazon.com/images/I/61S-RVCBh+L._SY522_.jpg,Independently published (12 mai 2022),Louis-Arthur Girard,Stress
"Les 5 piliers de la pensée positive – Maîtrisez votre esprit: Cultivez joie, confiance et sérénité. Contrôlez vos pensées, libérez votre potentiel authentique pour bonheur et succès",14.99,"Découvrez les 5 piliers de la pensée positive pour plus de succès et de bonheur dans la vie.
Faites une pause.
Soyez honnête…
Aimeriez-vous être plus calme et plus positif dans de nombreuses situations ?
Aimeriez-vous arrêter efficacement les pensées négatives ?
Faire disparaître vos peurs ?
Faire taire votre critique intérieur ?
Et préférez-vous plutôt…
Aborder la vie avec joie ?
Traverser la journée avec confiance et énergie ?",978-1957667652,https://m.media-amazon.com/images/I/61omMSccjhL._SY522_.jpg,Wise Minds Publishing (22 août 2023),David Heimbacher,Stress
L&#39anxiété racontée aux enfants,15.6,"Béatrice est bouleversée d&#39apprendre que les malaises qu&#39elle ressent ont une cause : l&#39anxiété ! Avec le soutien d&#39une psychologue zoothérapeute et de ses collègues à quatre pattes, la jeune fille découvre les différentes facettes des troubles anxieux et comment les apprivoiser. Votre enfant voit-il des dangers partout ? S&#39alarme-t-il sans raison ? Envisage-t-il le pire de toute situation ? Perçoit-il les tâches à accomplir comme une montagne ? A-t-il peur de l&#39échec ? Si vous avez répondu oui à l&#39une de ces questions, ce conte illustré vous permettra d&#39aborder l&#39anxiété avec lui, d&#39une façon simple et imagée. Aidez aussi votre enfant à mieux comprendre ses symptômes grâce à la section « auto-observation » de ce petit livre sympathique et coloré. Faites le plein de trucs applicables au quotidien afin de surmonter les difficultés liées à l&#39anxiété. Vous verrez, ce n&#39est pas si compliqué ! Un outil indispensable pour les parents, les intervenants et les enfants !",978-2896626878,https://m.media-amazon.com/images/I/71e2AjSqC6L._SY522_.jpg,DE MORTAGNE; Illustrated édition (11 septembre 2017),Ariane Hébert,Stress
Relaxation Dynamique - 90 idées d&#39exercices ludiques pour pratiquer la sophrologie avec les enfants: Par les créatrices des Sophro&#39Contes,16.87,"👧👦 Vous êtes en recherche d’inspiration pour accompagner au mieux les enfants vers le bien-être ?
📖 Ce livre d’exercices de relaxations dynamiques s’adresse aux professionnels de la relation d’aide souhaitant accompagner les enfants de 5 à 11 ans environ (sophrologues, relaxologues, thérapeutes, psychologues, éducateurs etc…), mais également aux parents souhaitant initier leurs enfants à la sophrologie.
Il est le fruit d’un travail passionné entre Nadine Atmani & Sarah Nédélec, sophrologues spécialisées sur le public des enfants. Il vient compléter le livre Ma Boite à Bonheurs (publié aux éditions Dunod)afin d’apporter aux professionnels travaillant auprès d’un jeune public des séances complètes clé en mains pour accompagner efficacement les enfants. Ces exercices peuvent également être utilisés pour créer vos propres séances en vous inspirant de ces idées.",979-8856541624,https://m.media-amazon.com/images/I/61haeMXnfeL._SY522_.jpg,Independently published (28 août 2023),Nadine Atmani,Stress
Les quatre accords toltèques: La voie de la liberté personnelle,8.95,"Castaneda a fait découvrir au grand public les enseignements des chamans mexicains qui ont pour origine la tradition toltèque, gardienne des connaissances de Quetzacoatl, le serpent à plumes. Dans ce livre, Don Miguel révèle la source des croyances limi-tatrices qui nous privent de joie et créent des souffrances inutiles. Il montre en des termes très simples comment on peut se libérer du conditionnement collectif - le rêve de la planète, basé sur la peur - afin de retrouver la dimension d&#39a mour inconditionnel qui est à notre origine et constitue le fondement de s enseignements toltèques. Les quatre accords proposent un puissant code de conduite capable de transformer rapidement notre vie en une expérience de liberté, de vrai bonheur et d&#39amour. Le monde fascinant de la Connaissance véritable et incarnée est enfin à la portée de chacun.",978-2889116546,https://m.media-amazon.com/images/I/615Hq44qv1L._SY522_.jpg,JOUVENCE (8 janvier 2016),Don Miguel Ruiz,Stress
Four Thousand Weeks: Embrace your limits. Change your life. Make your four thousand weeks count.,13.64,"**The instant Sunday Times bestseller**

What if you tried to stop doing everything, so you could finally get round to what counts?

Rejecting the futile modern obsession with &#39getting everything done,&#39 Four Thousand Weeks introduces readers to tools for constructing a meaningful life by embracing rather than denying their limitations.

Drawing on the insights of both ancient and contemporary philosophers, psychologists, and spiritual teachers, Oliver Burkeman sets out to realign our relationship with time - and in doing so, to liberate us from its tyranny.",978-1784704001,https://m.media-amazon.com/images/I/81QYEb6YnVL._SY522_.jpg,Vintage; 1er édition (7 avril 2022),Oliver Burkeman,Stress
J&#39utilise le sarcasme parce que tuer c&#39est illégal : Un livre de coloriage décalé pour adultes,17.28,"IDÉES CADEAUX – LIVRES DE COLORIAGE POUR ADULTES – HUMOUR
Description du produit:
Couverture mate haute qualité
Imprimé sur papier ultra blanc au recto uniquement
Parfait pour ttoutes sortes de feutres et crayons de couleur
Papier 90 g/m² de haute qualité
Pages grand format de 21,5 cm x 28 cm
Verso noir pour limiter le risque de transpercer",978-1640015524,https://m.media-amazon.com/images/I/81hPBDozyAL._SY522_.jpg,Gray & Gold Publishing (19 octobre 2018),Papeterie Bleu,Stress
