Nom,Prix,Description,Isbn,Photo,Editeur,Auteur
Consolations,8.9,"Un livre qui répare et qui console.
"" Voilà six ans, je suis tombé malade. Comme toutes les personnes menacées par la mort, j'ai trouvé que la vie était belle. Et j'ai découvert que j'avais un besoin immense de consolation. ""
Chagrin, maladie, deuil, échec ou simple spleen, les petites et grandes épreuves rythment nos vies. Comment aider ses proches ou s'aider soi-même face à l'adversité ? Dans ce récit intime et lumineux, qui agit comme un baume sur nos blessures, Christophe André nous donne des clés pour retrouver le chemin de la vie.",978-2493909558,https://m.media-amazon.com/images/I/71jj-5cP32L._SY522_.jpg,Collection Proche (25 janvier 2024),Christophe André
Cohérence cardiaque 3.6.5 - 2e édition,14.3,"Cohérence cardiaque 3.6.5, la méthode antistress la + simple du monde
Révélée par le Dr David Servan-Schreiber, la cohérence cardiaque est une pratique thérapeutique reconnue par la science et conseillée par les médecins. Cette pratique, gratuite comme l'air et inspirante, est basée sur une respiration rythmée.
Ce livre vous apprend à l'intégrer à votre quotidien pour qu'elle vous délivre tous ses bienfaits.
3.6.5 c'est...
3 fois par jour, 6 respirations par minute pendant 5 minutes
Les bénéfices de la cohérence cardiaque :
• Gestion du stress, de l'anxiété et de leurs conséquences
• Meilleur sommeil
• Diminution des fringales, perte des kilos émotionnels
• Mise à distance des émotions négatives
• Diminution du risque cardio-vasculaire
• Amélioration de l'apprentissage
• Aide à la prise de décision",978-2365493833,https://m.media-amazon.com/images/I/61RUPFYohWL._SY522_.jpg,Thierry Souccar; 2e édition (28 octobre 2019),David O'Hare
Ikigai: The Japanese secret to a long and happy life,9.69,"THE INTERNATIONAL BESTSELLER

We all have an ikigai.

It's the Japanese word for 'a reason to live' or 'a reason to jump out of bed in the morning'.

It's the place where your needs, desires, ambitions, and satisfaction meet. A place of balance. Small wonder that finding your ikigai is closely linked to living longer.

Finding your ikigai is easier than you might think. This book will help you work out what your own ikigai really is, and equip you to change your life. You have a purpose in this world: your skills, your interests, your desires and your history have made you the perfect candidate for something. All you have to do is find it.

Do that, and you can make every single day of your life joyful and meaningful.
______________________________",978-1786330895,https://m.media-amazon.com/images/I/814L+vq01mL._SY522_.jpg,Hutchinson; 1er édition (7 septembre 2017),Héctor García
"Méditer, jour après jour",15.14,"NB : Windows Media Player vous indiquera que le CD est vide, ceci n'est pas dû à un défaut du produit mais à un problème lié à Windows Media Player.

«Un livre magnifique, qui aide à vivre.»
Frédéric Lenoir, France Culture

Publié en septembre 2011, «Méditer jour après jour» a été réimprimé 10 fois et s'est écoulé à plus de 250 000 exemplaires.
En tête des meilleures ventes depuis plus de 100 semaines, c'est aujourd'hui le livre de Christophe André le plus vendu.

Une méthode accessible, fondée sur la pratique personnelle de Christophe André, «Méditer, jour après jour» est illustré par un choix de tableaux et contient un CD de méditations guidées, conçues et lues par l'auteur.


«Méditer, ce n'est pas se couper du monde, mais au contraire se rapprocher de lui pour le comprendre, l'aimer et le changer. C'est aussi un moyen, accessible à tous, de cultiver la sérénité et le goût du bonheur. Cet ouvrage est conçu comme un manuel d'initiation à la pleine conscience, la plus fascinante des méthodes de méditation, étudiée et validée par la recherche scientifique.

Au travers de 25 leçons, vous aborderez l'essentiel. Depuis les bases : comment utiliser la respiration, le corps, la conscience de l'instant présent ; jusqu'aux méditations approfondies : faire face à la souffrance, stabiliser ses émotions, construire la paix de l'esprit et du coeur...»

Ce manuel pratique et poétique comporte :

Un CD au format MP3 pour pratiquer
Des textes pour comprendre
Des peintures pour ressentir


Important : le CDmp3 qui vous est offert a les mêmes fonctions qu'une clef USB. Il permet de mettre sur un même support l'équivalent de 3 CDs classiques. Vous devez l'insérer dans un ordinateur ou une chaîne HI-FI récente. Veillez à mettre à jour vos logiciels et vérifiez vos pare-feux.
Bonne écoute !

Vous pouvez retrouver Christophe André sur son site web, sur Facebook, ainsi que sur son blog.",978-2913366374,https://m.media-amazon.com/images/I/81Bl8gB6pIL._SY522_.jpg,L'Iconoclaste (6 octobre 2011),Christophe André
L'art de l'intention: Optimiser votre pratique Reiki,13.69,"Avec ce guide essentiel, explorez le pouvoir de l’intention dans la pratique du Reiki. Ce livre regorge de milliers d’intentions pour plus de 150 sujets, offrant une boîte à outils complète pour optimiser votre pratique Reiki. Découvrez comment affiner vos intentions peut transformer radicalement votre approche de la guérison énergétique, vous permettant d’élever, d’harmoniser et d’enrichir chaque séance. Plongez dans cette exploration de la guérison holistique et laissez-vous inspirer par les possibilités infinies de l’intention.",978-1304374837,https://m.media-amazon.com/images/I/71eL5ElYsRL._SY522_.jpg,Lulu Press (15 mai 2024),Isabel S Churchill
90 Sophronisations Créatives,7.8,"Dans "" 90 Sophronisations Créatives"", l'auteure, Séverine CARQUEVILLE, partage passionnément sa décennie d'expérience en sophrologie.
Ce voyage captivant vers la découverte de soi est basé sur 15 thèmes essentiels de transformation personnelle, chaque thème contenant 6 sophronisations créatives uniques pour éveiller l'esprit et l'âme soit 90 sophronisations au total.

Que vous souhaitiez vaincre la peur, libérer la colère, cultiver la sérénité, trouver l'apaisement, augmenter l'énergie, renforcer la confiance en soi, apprendre à relativiser, opérer une métamorphose intérieure, gérer ses émotions, apaiser la douleur, nourrir l'optimisme, améliorer le sommeil, se préparer à une occasion importante, lâcher prise ou simplement prendre sa place dans ce monde, ce livre vous guidera avec bienveillance à travers ces parcours de transformation.

Plongez dans la sophronisation créative, explorez ces thèmes profonds et découvrez les trésors cachés de votre être.
Chaque sophronisation est une opportunité de vous épanouir et de devenir l'architecte de votre propre réalité intérieure.

Ce livre est le compagnon idéal pour votre voyage intérieur avec la sophronisation. Il vous offre un moyen puissant d'explorer votre monde intérieur, de développer vos capacités et de vous épanouir pleinement. Plongez dans ces pages et embarquez pour un voyage de découverte, de transformation et de croissance personnelle.",979-8866517794,https://m.media-amazon.com/images/I/61DWWjdfKEL._SY522_.jpg,Independently published (24 novembre 2023),Séverine Carqueville
"Les 13 Rayons Sacrés, une initiation à notre divinité",18.06,"Se souvenir de Qui Je Suis et ne plus jamais s’en écarter. Accepter pleinement son incarnation sur cette Terre et intégrer que Je Suis bien plus qu’un simple être humain. Voici la conscience qui s’installe en vous et ne vous quitte plus, grâce aux 13 Rayons Sacrés.
Les 13 Rayons Sacrés vous emmènent et vous propulsent à révéler et reconnaître en vous votre véritable nature, la Conscience Une et Universelle, à l’origine du Tout.
Avec les 13 Rayons Sacrés, vous entrez dans le monde de l’énergie divine, en conscience. Vous allez mettre en action un multi-potentiel déjà à votre disposition, sans condition et sans limite. Il s’agit ici de faire advenir, dans votre existence, la conscience de votre nature profonde, l’être divin venu faire l’expérience de l’être humain.
Par la lecture de ce livre, l’intégration des décrets, l’écoute des méditations et soins proposés, vous activerez et recevrez en vous toute la puissante énergie des Rayons Sacrés. Elle vous ramènera à votre état naturel, votre état originel : un véritable retour à l’Unité !",978-2959368608,https://m.media-amazon.com/images/I/61WVjc4yhXL._SY522_.jpg,Auto-édition (23 mai 2024),Catherine Satra Le Bris
Calme et attentif comme une grenouille (NED),13.67,"Le livre qui change la vie des enfants... et des parents! La Nouvelle édition est arrivée.

« Un cadeau dont les enfants se serviront toute leur vie » Christophe André

« Un drôle de livre, clair et concret, séduisant » Pomme d’api

« La voix douce de Sara Giraudeau aide els enfants stressés, dispersés ou anxieux à se recentrer et s’apaiser. » Le Monde

N°1 des livres de méditation pour les enfants : Une méthode simple et qui marche!

Les enfants d’aujourd’hui sont souvent agités, dispersés, stressés. Comment les aider à s’apaiser ? Comment leur apprendre à se concentrer ? La méditation est un outil simple et efficace. Elle s’adapte parfaitement aux besoins des petits et leur procure des bénéfices immédiats. Ce livre original et plein de charme propose de brefs exercices pour tous les jours. Il est destiné aux enfants de 4 à 10 ans et à leurs parents.

Accompagné d’un CD audio pour les enfants : des exercices brefs et simples qui permettent de gérer toutes sortes de situations : quand on est énervé, stressé ou qu’on n’arrive pas à dormir.

A l’occasion de son cinquième anniversaire, le livre « Calme et attentif comme une grenouille » fait peau neuve et propose une vraie nouvelle édition avec :
- un nouveau chapitre de conseils pratiques,
- une nouvelle introduction racontant l’incroyable succès de la méthode à travers le monde
- Cinq nouvelles méditations inédites ajoutées au CD",978-2352046417,https://m.media-amazon.com/images/I/61SUVbB+MhL._SY522_.jpg,Les Arènes; Illustrated édition (23 août 2017),Eline Snel
"L'Intelligence Émotionnelle: Comment garder son calme, gérer le stress et comprendre les gens grâce à des méthodes efficaces",12.9,"Développez votre intelligence émotionnelle grâce à nos conseils!
Voudriez-vous être capable de gérer vos émotions?

Vous êtes à la recherche d'un plan d'action qui vous aidera à réduire les conflits et les comportements négatifs? Aimeriez-vous que vos journées soient caractérisées par l'abondance de positivité?

Beaucoup de gens ne vivent leur vie qu'à moitié, dominés par leurs émotions, et cela peut avoir de lourdes conséquences sur leur état d'esprit. Les émotions devraient être un moyen d'obtenir des informations sur les événements que nous traversons. Découvrez comment lire, gérer et utiliser les émotions pour développer votre intelligence émotionnelle! Êtes-vous prêt à commencer ce voyage qui changera la manière de voir vos émotions? Dans ce livre, vous apprendrez à analyser vos émotions, à contrôler vos comportements et à communiquer efficacement!",979-8730724921,https://m.media-amazon.com/images/I/61b2YQjTHIL._SY522_.jpg,Independently published (30 mars 2021),Viola Di Russo
"L'Intelligence Émotionnelle: Comment garder son calme, gérer le stress et comprendre les gens grâce à des méthodes efficaces",12.9,"Développez votre intelligence émotionnelle grâce à nos conseils!
Voudriez-vous être capable de gérer vos émotions?

Vous êtes à la recherche d'un plan d'action qui vous aidera à réduire les conflits et les comportements négatifs? Aimeriez-vous que vos journées soient caractérisées par l'abondance de positivité?

Beaucoup de gens ne vivent leur vie qu'à moitié, dominés par leurs émotions, et cela peut avoir de lourdes conséquences sur leur état d'esprit. Les émotions devraient être un moyen d'obtenir des informations sur les événements que nous traversons. Découvrez comment lire, gérer et utiliser les émotions pour développer votre intelligence émotionnelle! Êtes-vous prêt à commencer ce voyage qui changera la manière de voir vos émotions? Dans ce livre, vous apprendrez à analyser vos émotions, à contrôler vos comportements et à communiquer efficacement!",979-8730724921,https://m.media-amazon.com/images/I/61b2YQjTHIL._SY522_.jpg,Independently published (30 mars 2021),Viola Di Russo
Petit traité de vie intérieure,7.7,""" De tous mes livres de philosophie et de spiritualité, celui-ci est certainement le plus accessible, mais sans doute aussi le plus utile. Car ce n'est pas un savoir théorique que je cherche à transmettre, mais une connaissance pratique, la plus essentielle qui soit : comment mener une vie bonne, heureuse, en harmonie avec soi-même et avec les autres.
Exister est un fait, vivre est un art. Tout le chemin de la vie, c'est passer de l'ignorance à la connaissance, de la peur à l'amour. ""
Frédéric Lenoir",978-2266215299,https://m.media-amazon.com/images/I/61t4T2pOi4L._SY522_.jpg,Pocket (20 septembre 2012),Frédéric Lenoir
Le miracle de la pleine conscience,6.2,"La Pleine Conscience est le miracle grâce auquel nous pouvons vivre pleinement chaque instant de la vie, que ce soit en mangeant une mandarine, en jouant avec des enfants ou en faisant la vaisselle. Les principes simples et directs qu'énonce le célèbre maître zen Thich Nhat Hanh sont universels et chacun peut y découvrir des trésors. Par cet enseignement, où méditation et action ne sont pas séparées, nous sommes invités à redécouvrir la véritable beauté de la vie au fil de notre quotidien, à apprécier chaque minute, chaque seconde du miracle de la réalité. Le miracle de la Pleine Conscience nous apprend à retrouver l'émerveillement de l'enfant devant le monde et à nous reposer dans le calme et la paix de notre nature profonde.",978-2290011072,https://m.media-amazon.com/images/I/61IZa9jN7jL._SY522_.jpg,J'ai lu (20 octobre 2008),Thich Nhat Hanh
Nettoyage et protection énergétique des personnes et des lieux,18.0,"Remèdes, techniques et protocoles
Un livre pratique présentant de nombreux remèdes, techniques et protocoles applicables par tous pour le nettoyage de soi-même et de son habitation en ce qui concerne les énergies négatives, les entités, les êtres désincarnés et autres nuisances du monde subtil.",978-2813209757,https://m.media-amazon.com/images/I/517dF1zl6dL._SY522_.jpg,Les éditions Trédaniel (23 septembre 2016),Luc Bodin
"The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living: Featuring new translations of Seneca, Epictetus, and Marcus Aurelius",19.74,"THE SUNDAY TIMES BESTSELLER
'I read this book every day' - Jake Humphrey, author of High Performance

'A generous gift of guidance' - Maria Popova, editor of Brain Pickings

'A richly rewarding spring of practical wisdom to help you focus on what's in your control, eliminate false and limiting beliefs, and take more effective action.' - Jack Canfield, co-author of the Chicken Soup for the Soul® series

Daily doses of practical, uplifting philosophy from the bestselling author of The Obstacle is the Way",978-1781257654,https://m.media-amazon.com/images/I/81GatW-O58L._SY522_.jpg,Profile Books Ltd; Main édition (27 octobre 2016),Ryan Holiday
The Silva Mind Control Method: The Revolutionary Program by the Founder of the World's Most Famous Mind Control Course,10.92,"The revolutionary program that teaches you how to use meditation and visualization to change your life.

First published in 1978, The Silva Mind Control Method has helped millions of people create better, happier, and more successful lives. Based on the extraordinary course pioneered by José Silva in the 1960s, this accessible guidebook uses meditation and visualization to help you alleviate stress, overcome bad habits and emotional insecurity, increase creativity, develop concentration, harness your dreams, and deepen your relationships. Featuring transformative advice and fascinating case studies, this revolutionary book teaches you to use your mind at a deeper and more effective level and reveal its extraordinary power.",978-1982185602,https://m.media-amazon.com/images/I/71e4Yk2kkeL._SY522_.jpg,Gallery Books (19 avril 2022),Jose Silva
Le guide complet du Reiki,23.0,"Un manuel structuré pour un savoir-faire professionnel
Voici le manuel indispensable à tout praticien, enseignant ou élève de Reiki. Vous y trouverez une étude complète et détaillée, étape par étape, des diverses techniques d'accompagnement. S'y ajoutent des conseils précis pour traiter, outre les troubles émotionnels, un vaste panel d'affections courantes : migraines, problèmes digestifs, mal de dos... Ainsi le Reiki vous permettra de guérir tant au niveau physique que psychique et spirituel. Des techniques détaillées pour l'autoguérison, la guérison des autres et les soins à distance. Des conseils précis pour soulager les principales affections courantes et les troubles émotionnels. Une préparation aux 3 degrés du Reiki à la formation de maître enseignant et à l'établissement d'un cabinet professionnel.",978-2702906958,https://m.media-amazon.com/images/I/51OXXMPGFQL._SY522_.jpg,Courrier du Livre (1 avril 2009),Tanmaya Honervogt
Trois Minutes à méditer,9.46,"Voilà plus de deux mille ans que l'on médite, en Orient comme en Occident. Aujourd'hui, les bénéfices de la méditation sont confirmés par de nombreuses études scientifiques. Laïque et accessible, la méditation de pleine conscience se pratique dans les cabinets des médecins, à l'école, dans l'entreprise ou chez soi. Nous offrant sérénité, force et lucidité, elle nous aide aussi à résister aux maux de notre époque : égoïsme, matérialisme, dispersion digitale. Issu de l'émission de France Culture Trois minutes à méditer, ce livre propose 40 exercices pour prendre conscience de notre état intérieur, écouter la rumeur du monde ou contempler la nature. Véritable traité pour entrer en amitié avec soi-même et avec le monde, il nous invite à un fascinant entraînement de l'esprit. Si vous êtes débutant, ces exercices, présentés par l'un des pionniers de la méditation laïque en France, vous donneront le goût d'aller plus loin. Si vous méditez déjà, ils peuvent être un moyen de rafraîchir votre pratique et de la faire vivre chaque jour.

ATTENTION : le CD est au format MP3 et donc lisible uniquement sur les chaînes hi-fi récentes, et sur ordinateurs, PC et Mac.",979-1095438298,https://m.media-amazon.com/images/I/61WtQy15DRL._SY522_.jpg,L'Iconoclaste (11 janvier 2017),Christophe André
"L'Intelligence Émotionnelle: Comment garder son calme, gérer le stress et comprendre les gens grâce à des méthodes efficaces",12.9,"Développez votre intelligence émotionnelle grâce à nos conseils!
Voudriez-vous être capable de gérer vos émotions?

Vous êtes à la recherche d'un plan d'action qui vous aidera à réduire les conflits et les comportements négatifs? Aimeriez-vous que vos journées soient caractérisées par l'abondance de positivité?

Beaucoup de gens ne vivent leur vie qu'à moitié, dominés par leurs émotions, et cela peut avoir de lourdes conséquences sur leur état d'esprit. Les émotions devraient être un moyen d'obtenir des informations sur les événements que nous traversons. Découvrez comment lire, gérer et utiliser les émotions pour développer votre intelligence émotionnelle! Êtes-vous prêt à commencer ce voyage qui changera la manière de voir vos émotions? Dans ce livre, vous apprendrez à analyser vos émotions, à contrôler vos comportements et à communiquer efficacement!",979-8730724921,https://m.media-amazon.com/images/I/61b2YQjTHIL._SY522_.jpg,Independently published (30 mars 2021),Viola Di Russo
L’esprit des vibrations universelles: Comment manipuler l’énergie universelle pour transformer votre vie ! Découvrez l’art de manifester des Miracles ... Énergétique et la loi de l’Attraction,7.07,"Transformez votre vie avec l'énergie universelle !
Êtes-vous prêt à découvrir le secret de la manifestation énergétique et de la loi de l'attraction ? Avez-vous déjà ressenti que l'univers avait des mystères qui, une fois révélés, pourraient transformer votre vie ? Si vous êtes en quête de miracles quotidiens, ce livre est fait pour vous.
Il vous offre une immersion profonde dans le monde mystérieux des énergies universelles, en révélant des secrets et des techniques pour attirer des miracles chaque jour.
Dans ce guide passionnant, vous apprendrez :
Comment la conscience influence notre réalité et pourquoi changer votre vision pourrait changer votre vie.",979-8865928416,https://m.media-amazon.com/images/I/71AnyHaL2oL._SY522_.jpg,Independently published (30 octobre 2023),Gwen Vernier
Le Bouddhisme: Mener une vie équilibrée entre bonheur et pleine conscience grâce au Bouddhisme,6.4,"Menez une vie équilibrée, entre bonheur et pleine conscience, grâce au Bouddhisme


Savez-vous vraiment tout ce que le bouddhisme peut vous apporter?
Vous aimeriez être plus détendu au quotidien? Plus enthousiaste et positif sur le long terme?",978-1718838741,https://m.media-amazon.com/images/I/419tCGGslaL.jpg,CreateSpace Independent Publishing Platform (9 mai 2018),Michel Lambert
"The Daily Laws: 366 Meditations on Power, Seduction, Mastery, Strategy, and Human Nature",11.51,"From the world’s foremost expert on power and strategy, the New York Times bestselling daily devotional designed to help you seize your destiny.

Robert Greene, the #1 New York Times bestselling author, has been the consigliere to millions for more than two decades. Now, with entries that are drawn from his five books, plus never-before-published works, The Daily Laws offers a page of refined and concise wisdom for each day of the year, in an easy-to-digest lesson that will only take a few minutes to absorb. Each day features a Daily Law as well—a prescription that readers cannot afford to ignore in the battle of life. Each month centers around a major theme: power, seduction, persuasion, strategy, human nature, toxic people, self-control, mastery, psychology, leadership, adversity, or creativity.

Who doesn’t want to be more powerful? More in control? The best at what they do? The secret: Read this book every day.

“Daily study,” Leo Tolstoy wrote in 1884, is “necessary for all people.” More than just an introduction for new fans, this book is a Rosetta stone for internalizing the many lessons that fill Greene’s books and will reward a lifetime of reading and rereading.",978-0593299234,https://m.media-amazon.com/images/I/71pDNXIN-fL._SY522_.jpg,Penguin Publishing Group (5 septembre 2023),Robert Greene
